STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,METEO_STATION_TYPE,Meteorological station type,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of measure,ERROR_TYPE,Error type,ERROR_VAL,Error value,REPORTING_TYPE,Reporting Type,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1927,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1928,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1929,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1930,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1931,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1932,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1933,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1934,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1935,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1936,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1937,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1938,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1939,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1940,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1941,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1942,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1943,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1944,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1945,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1946,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1947,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1948,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1949,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1950,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1951,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1952,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1953,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1954,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1955,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1956,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1957,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1958,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1959,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1960,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1961,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1962,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1963,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1964,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1965,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1966,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1967,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1968,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1969,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1970,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1971,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1972,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1973,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1974,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1975,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1976,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1977,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1978,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1979,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1980,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1981,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1982,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1983,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1984,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1985,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1986,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1987,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1988,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1989,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1990,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1991,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1992,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1993,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1994,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1995,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1996,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1997,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1998,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),1999,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2000,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2001,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2002,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2003,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2004,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2005,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2006,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2007,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2008,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2009,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2010,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2011,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2012,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2013,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2014,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2015,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2016,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2017,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2018,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2019,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2020,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2021,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2022,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2023,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2024,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2025,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,PN,Pitcairn,LAND,Land (fixed),2026,,0,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1889,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1890,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1891,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1892,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1893,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1894,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1895,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1896,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1897,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1898,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1899,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1900,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1901,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1902,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1903,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1904,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1905,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1906,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1907,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1908,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1909,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1910,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1911,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1912,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1913,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1914,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1915,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1916,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1917,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1918,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1919,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1920,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1921,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1922,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1923,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1924,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1925,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1926,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1927,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1928,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1929,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1930,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1931,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1932,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1933,,1,,,,N,units,,,,,N,National,,
DATAFLOW,SPC:DF_METEO_MONITOR_NET(1.0),Meteorological monitoring network,I,A,Annual,WS,Samoa,LAND,Land (fixed),1934,,1,,,,N,units,,,,,N,National,,
